code,date,metric_1,metric_2,metric_3,metric_4,metric 5
,2010-04-21,-0.0992996643023,9.12225825627,-64.2605298945,cat 4,category 12
E07000007,2000-05-17,0.777278626226,3.46954802187,-84.2233813151,cat 3,category 16
E07000007,2007-05-21,-0.288340205812,-14.3320738951,-40.5947794039,cat 2,category 25
E07000007,2004-05-19,0.0154701139301,-14.0269739369,14.5971844216,cat 1,category 0
E07000007,2010-05-07,0.762486148134,-3.47979569884,12.101034715,cat 1,category 25
E07000007,2008-04-11,-0.251572152618,2.0494024023,-30.1431019345,cat 3,category 21
E07000007,2015-05-03,-0.409956328357,-7.25450876597,3.06614378283,cat 4,category 1
E07000007,2002-04-21,0.205185631755,-3.636956221,-63.1776735332,cat 3,category 23
E07000007,2013-02-24,-0.229959254678,-1.68115642229,78.5207941474,cat 1,category 5
E07000007,2002-06-19,-1.22184546082,10.9201619295,21.5280774517,cat 2,category 10
E07000007,2010-06-01,-0.774431583468,-0.151814125309,98.8381273836,cat 1,category 15
E07000007,2009-07-26,-0.733471051362,3.60297741221,93.71087687,cat 1,category 7
E07000007,2001-11-05,1.0236476072,18.8470514923,-106.83619757,cat 4,category 2
E07000007,2003-05-14,0.175118762188,7.55507990391,-78.7740880085,cat 1,category 3
E07000007,2006-10-18,-0.508587376149,21.5541351191,8.96694172512,cat 1,category 3
E07000007,2011-08-22,-0.236266646512,-4.13879876776,-130.128076885,cat 4,category 7
E07000007,2006-08-19,-1.09545227458,5.78728880921,12.452068505,cat 2,category 17
E07000007,2002-11-12,-0.911032271743,-3.32667697023,-96.1506054443,cat 3,category 25
E07000007,2002-03-16,0.788423200652,-7.20957240607,-6.45253467803,cat 3,category 7
E07000007,2001-03-26,-0.397366012162,-13.0948305915,46.8612492969,cat 1,category 25
E07000007,2003-04-07,-1.25885395926,-8.10022325559,161.15503266,cat 2,category 29
E07000007,2009-10-17,0.116871021787,8.39865816969,10.6307487609,cat 4,category 21
E07000007,2007-09-13,1.32990756228,-0.420592073554,104.601340621,cat 2,category 9
E07000007,2011-12-04,-0.262087723676,-4.83465125321,-38.0904445835,cat 4,category 8
E07000007,2010-04-15,-1.08641236113,-2.09140907542,39.688597197,cat 2,category 14
E07000007,2010-10-16,-0.597199874243,19.1753615156,-56.9302265147,cat 3,category 13
E07000007,2012-07-07,-0.407213728168,-7.71905509764,22.1156308474,cat 3,category 6
E07000007,2001-07-23,0.2587739343,23.5083057698,-97.8437919373,cat 2,category 10
E07000007,2006-10-23,-0.186526451663,-3.77838605542,-101.755892389,cat 1,category 14
E07000007,2005-08-17,-0.146930794285,-2.47430068867,-18.0358010269,cat 1,category 28
E07000007,2010-02-21,-0.0375133700492,-1.97459015767,107.851580026,cat 4,category 12
E07000007,2004-06-08,0.072339764842,12.1272936712,-39.6207092683,cat 1,category 7
E07000007,2003-09-02,0.476672960816,5.91732619729,20.253413406,cat 4,category 11
E07000007,2004-09-12,-1.4650281776,-5.56104998915,115.142160383,cat 2,category 0
E07000007,2008-03-18,0.401777743876,10.1642752724,249.53045994,cat 1,category 8
E07000007,2014-11-09,-2.39191729385,7.45991335144,47.8302930229,cat 2,category 5
E07000007,2015-11-03,1.40076773038,-2.17463072738,238.438712797,cat 4,category 26
E07000007,2000-03-11,2.59974597751,8.07912888924,-101.591094397,cat 1,category 9
E07000007,2012-06-17,0.676213858287,6.82817424839,-6.6100419148,cat 1,category 7
E07000007,2003-09-20,-0.719006768643,6.89443257873,-144.321827655,cat 4,category 3
E07000007,2014-02-24,-1.15521303142,-0.697602439629,-58.4138380052,cat 4,category 4
E07000007,2009-08-02,-2.29074942974,9.03905275669,53.2267126358,cat 2,category 26
E07000007,2001-09-14,-1.26946271846,-3.31749952074,140.081074366,cat 2,category 7
E07000007,2010-10-05,-0.573308175535,3.94967138502,157.428667503,cat 1,category 26
E07000007,2011-03-18,-1.50945643518,-16.5193997756,7.20293589498,cat 1,category 1
E07000007,2014-01-22,0.382957826019,7.57814223104,68.9441858508,cat 3,category 18
E07000007,2009-12-12,-2.14150965987,-0.965425340875,66.1174770448,cat 2,category 29
E07000007,2008-08-22,-0.0677252113753,-6.58073430168,36.1823727184,cat 3,category 0
E07000007,2016-11-14,-0.697409962175,6.66468702599,-112.505960077,cat 4,category 6
E07000007,2015-04-27,0.844854287106,6.98570011382,-37.4606903564,cat 1,category 5
E07000006,2010-04-21,0.845994743163,2.42344556529,-172.588030488,cat 3,category 15
E07000006,2000-05-17,-0.0207222950167,-6.7203911638,52.3637320059,cat 2,category 1
E07000006,2007-05-21,0.546301091597,-4.51632333544,-56.1990262971,cat 3,category 3
E07000006,2004-05-19,0.23839879752,-9.02915095803,125.520762492,cat 4,category 26
E07000006,2010-05-07,-0.884834387824,10.972098836,-9.36622607569,cat 4,category 8
E07000006,2008-04-11,0.369116850962,-14.3748170835,80.164254006,cat 4,category 8
E07000006,2015-05-03,0.13107524175,-3.30794596564,-187.485354501,cat 2,category 27
E07000006,2002-04-21,-0.0160467152987,-16.4349548292,-67.6724781494,cat 1,category 21
E07000006,2013-02-24,1.51450254874,-15.6673143569,6.04684005607,cat 3,category 10
E07000006,2002-06-19,-1.43014007951,14.7000498689,67.778121241,cat 3,category 12
E07000006,2010-06-01,2.11077291114,5.94317128794,-146.460307528,cat 4,category 12
E07000006,2009-07-26,1.28846661761,2.52399644929,63.3378639518,cat 4,category 10
E07000006,2001-11-05,0.36897593835,-1.30361474586,37.4271053919,cat 2,category 0
E07000006,2003-05-14,0.156121801308,-12.5130838002,-55.5072278347,cat 2,category 11
E07000006,2006-10-18,-0.747938112278,-18.0360503342,-59.1210741853,cat 3,category 14
E07000006,2011-08-22,0.780106803323,-8.5647960852,73.9643202838,cat 4,category 14
E07000006,2006-08-19,0.035941597486,1.98754558086,32.0763534201,cat 2,category 24
E07000006,2002-11-12,2.0925155863,-7.66797398658,-63.7225404612,cat 4,category 19
E07000006,2002-03-16,-2.02385683226,-11.5144863438,49.1788787209,cat 3,category 4
E07000006,2001-03-26,-1.59851998276,-3.13799786168,29.9271737684,cat 2,category 25
E07000006,2003-04-07,-0.26832595699,10.4200250341,17.207310968,cat 1,category 27
E07000006,2009-10-17,0.731144011798,-9.00614095025,5.68404527293,cat 4,category 24
E07000006,2007-09-13,-0.31457135238,-6.01408015963,-16.8463832889,cat 2,category 8
E07000006,2011-12-04,0.179602553664,8.54978872094,53.2622840421,cat 3,category 18
E07000006,2010-04-15,-0.968269828719,11.4457756478,112.148449028,cat 4,category 25
E07000006,2010-10-16,-1.0519864278,11.1289453619,-17.9908676261,cat 3,category 17
E07000006,2012-07-07,-1.19164777001,4.27331145688,-40.4433137478,cat 1,category 15
E07000006,2001-07-23,0.0712149816785,-0.02871959245,-14.7916231027,cat 3,category 15
E07000006,2006-10-23,-0.575212380399,-17.3762894622,32.3391423791,cat 1,category 19
E07000006,2005-08-17,0.297208840642,6.63396548607,-71.1647110576,cat 3,category 16
E07000006,2010-02-21,-1.07834934385,-2.23427453635,-21.2014213904,cat 1,category 24
E07000006,2004-06-08,0.384276354777,-9.96706987886,59.4293622392,cat 4,category 7
E07000006,2003-09-02,0.736340163402,17.6393505563,15.4800260306,cat 4,category 13
E07000006,2004-09-12,1.03767424697,-11.3843404511,173.786580392,cat 4,category 17
E07000006,2008-03-18,0.386686357806,-2.96612294172,58.6267227563,cat 1,category 11
E07000006,2014-11-09,-0.0833902803062,10.7662805127,16.4259316196,cat 1,category 27
E07000006,2015-11-03,1.06308722557,15.5058533832,-57.4047653899,cat 4,category 17
E07000006,2000-03-11,1.58807575665,-24.0185357971,-107.518224089,cat 2,category 27
E07000006,2012-06-17,-1.28824178667,-19.197789259,124.815709296,cat 1,category 10
E07000006,2003-09-20,-0.98069405764,10.1514115016,112.540090913,cat 3,category 27
E07000006,2014-02-24,-0.637901948038,-7.87654835874,-12.4258676241,cat 1,category 12
E07000006,2009-08-02,1.1081564861,14.3963630348,155.205680542,cat 4,category 16
E07000006,2001-09-14,0.731933295518,-8.93689037595,-87.7603183184,cat 1,category 6
E07000006,2010-10-05,-0.414389604754,21.9882869695,-111.043186547,cat 1,category 23
E07000006,2011-03-18,-1.25713035265,7.52827005492,-193.496692931,cat 1,category 14
E07000006,2014-01-22,-1.78402024752,-10.3002573094,-88.6147193152,cat 3,category 6
E07000006,2009-12-12,-0.558009660416,-10.6543389519,-265.700673304,cat 4,category 1
E07000006,2008-08-22,-0.0581667878234,-5.12658668528,60.2361889727,cat 1,category 25
E07000006,2016-11-14,-1.12169430605,4.37263755376,13.7328564669,cat 4,category 18
E07000006,2015-04-27,-0.00236228093137,-5.1888028435,-114.037433526,cat 1,category 25
E07000005,2010-04-21,-0.21517770034,6.08814393457,-218.60531879,cat 3,category 3
E07000005,2000-05-17,-0.549770951776,1.39449093857,-118.923685325,cat 4,category 24
E07000005,2007-05-21,-1.04415471843,-5.74022001868,-13.1171722795,cat 2,category 6
E07000005,2004-05-19,0.425089404276,-7.56240449955,50.0897813007,cat 1,category 12
E07000005,2010-05-07,-0.0912442762171,-9.55359448377,-18.6528378014,cat 3,category 19
E07000005,2008-04-11,0.317333530442,18.7223376881,-83.5622587173,cat 4,category 2
E07000005,2015-05-03,0.724031115776,5.36135438995,-60.9026738005,cat 3,category 1
E07000005,2002-04-21,0.177325845431,-0.452602202307,16.6225261424,cat 4,category 7
E07000005,2013-02-24,0.877111250416,3.41032683173,76.8322156831,cat 2,category 16
E07000005,2002-06-19,-1.62726479328,-3.93594211578,150.595289534,cat 2,category 7
E07000005,2010-06-01,-0.958770808413,-18.3381264126,-41.8993375529,cat 1,category 16
E07000005,2009-07-26,-0.369301251042,-15.4529365506,-14.5948333088,cat 2,category 15
E07000005,2001-11-05,1.96252760035,-10.6182335911,61.0435398423,cat 4,category 18
E07000005,2003-05-14,0.598620988029,10.0701931695,-16.1327715238,cat 1,category 5
E07000005,2006-10-18,0.333011302123,-0.187659500086,55.3254792566,cat 1,category 9
E07000005,2011-08-22,-0.293337914748,-1.24907785101,-55.2677439752,cat 4,category 16
E07000005,2006-08-19,0.525150413043,-6.71428126281,-49.7112288698,cat 3,category 26
E07000005,2002-11-12,0.363350116269,19.4155622239,-124.091910812,cat 2,category 28
E07000005,2002-03-16,-0.052034031246,-1.11310923919,-14.0008262075,cat 4,category 8
E07000005,2001-03-26,-1.26409235409,-7.04330412899,-85.0201619675,cat 2,category 13
E07000005,2003-04-07,-0.839086774637,-8.47418828689,-39.2668168822,cat 3,category 26
E07000005,2009-10-17,-0.568191377441,5.60171868337,-34.4074079994,cat 2,category 29
E07000005,2007-09-13,0.575572973357,22.0196482797,-77.3965946312,cat 2,category 6
E07000005,2011-12-04,-0.866237394258,-15.2597849177,-100.065310546,cat 2,category 10
E07000005,2010-04-15,-0.502483609658,-1.91365805956,25.0789318838,cat 3,category 0
E07000005,2010-10-16,0.646332667961,4.55286008242,69.8452239286,cat 3,category 29
E07000005,2012-07-07,0.587444620856,-15.9492037304,-48.2835982054,cat 1,category 0
E07000005,2001-07-23,0.320604833275,0.951145809938,-116.313340241,cat 1,category 18
E07000005,2006-10-23,0.0392797854323,5.45576987101,181.982323407,cat 1,category 28
E07000005,2005-08-17,-0.435782432798,-6.32903035018,-69.6509816557,cat 1,category 14
E07000005,2010-02-21,0.82228084195,20.8121141939,-5.34067230746,cat 4,category 5
E07000005,2004-06-08,-0.346293332593,14.7235964957,-215.179542194,cat 1,category 13
E07000005,2003-09-02,-0.157458717614,-13.807669457,-36.4461861753,cat 4,category 9
E07000005,2004-09-12,2.29847654953,-2.09984158305,-30.4342542681,cat 3,category 22
E07000005,2008-03-18,0.107946087289,1.84888906866,-32.5737337849,cat 2,category 12
E07000005,2014-11-09,0.349418777355,-24.7905553999,4.83744406902,cat 3,category 28
E07000005,2015-11-03,0.0592293053333,12.7815165234,-31.0645182296,cat 3,category 20
E07000005,2000-03-11,0.740986853353,0.822234751401,-83.221883745,cat 4,category 14
E07000005,2012-06-17,-0.284234988686,9.18230777705,-154.014936606,cat 4,category 11
E07000005,2003-09-20,0.496713563871,-3.09855382276,-58.3720471348,cat 2,category 21
E07000005,2014-02-24,0.83900639131,-3.04303457316,-79.8407331589,cat 3,category 22
E07000005,2009-08-02,-1.18358947181,22.5487196485,85.4445150661,cat 3,category 19
E07000005,2001-09-14,-0.299856648971,20.6249630446,-105.2061842,cat 3,category 22
E07000005,2010-10-05,-1.54577365361,0.362559854707,-56.3072724497,cat 2,category 29
E07000005,2011-03-18,-0.62624979766,20.3172139658,149.647407241,cat 4,category 15
E07000005,2014-01-22,0.90628998116,-3.08073297048,-59.5627295366,cat 3,category 10
E07000005,2009-12-12,0.280706107182,-23.7114038665,-26.1324954856,cat 1,category 9
E07000005,2008-08-22,-0.182389041257,16.1545793043,54.5603734705,cat 2,category 8
E07000005,2016-11-14,-2.3167733616,-8.7902738457,35.3809882535,cat 1,category 21
E07000005,2015-04-27,0.282188302899,-9.80082802903,-28.1415240059,cat 4,category 6
E07000004,2010-04-21,0.204333162868,19.9392514465,36.3827891004,cat 4,category 14
E07000004,2000-05-17,-0.88079070249,1.7387212829,1.65898449225,cat 2,category 14
E07000004,2007-05-21,0.868143240926,-0.198994392573,53.3435443156,cat 2,category 29
E07000004,2004-05-19,-0.308834962607,9.39479984247,-45.4219342027,cat 3,category 17
E07000004,2010-05-07,-1.21482123765,-0.930640526867,-103.037825917,cat 4,category 0
E07000004,2008-04-11,0.648086493333,5.22142118076,52.735149617,cat 4,category 21
E07000004,2015-05-03,0.189425608013,-0.790094536843,66.0582356593,cat 3,category 1
E07000004,2002-04-21,-0.292551637778,17.3754205491,32.1356336561,cat 4,category 5
E07000004,2013-02-24,-0.0210778620643,6.37359506859,-35.5333581578,cat 4,category 22
E07000004,2002-06-19,0.597991960513,-6.78665649382,33.2412911942,cat 2,category 13
E07000004,2010-06-01,0.778423782063,-7.172369497,1.94831097206,cat 2,category 4
E07000004,2009-07-26,1.7412114653,14.1270012576,-33.967107431,cat 1,category 0
E07000004,2001-11-05,-1.11970292659,7.78876587437,-37.9540473867,cat 1,category 3
E07000004,2003-05-14,1.25735385767,1.3372062097,90.3573420596,cat 2,category 26
E07000004,2006-10-18,-0.126450663806,0.518670614303,-94.2006638062,cat 1,category 3
E07000004,2011-08-22,1.2915048961,-2.13731438266,21.4594372075,cat 1,category 24
E07000004,2006-08-19,-1.36369445217,8.64734037338,171.236560395,cat 3,category 12
E07000004,2002-11-12,0.71381454978,1.18488144469,60.2288423146,cat 4,category 8
E07000004,2002-03-16,-0.291643221874,4.8479397082,131.288576638,cat 1,category 9
E07000004,2001-03-26,-0.0483484440203,-20.7261564957,73.5154871299,cat 1,category 25
E07000004,2003-04-07,0.16124061183,10.1107962774,41.704154599,cat 1,category 26
E07000004,2009-10-17,0.937841910604,8.68679699132,39.4354604136,cat 4,category 15
E07000004,2007-09-13,0.362429970809,4.88972639698,50.9048052271,cat 4,category 24
E07000004,2011-12-04,0.44477610529,-11.2411147137,-22.6196527098,cat 3,category 2
E07000004,2010-04-15,-1.53522698713,8.39998765769,141.278511329,cat 4,category 5
E07000004,2010-10-16,-0.0806927100141,-18.822854005,-2.55291335635,cat 3,category 25
E07000004,2012-07-07,-0.747139265109,12.9258252086,99.9028614723,cat 4,category 26
E07000004,2001-07-23,0.75907842296,-8.51513539477,-16.1610241405,cat 1,category 11
E07000004,2006-10-23,-0.316307999526,13.5698639541,-51.4145225333,cat 4,category 22
E07000004,2005-08-17,0.527999500585,-5.88033498277,170.277364333,cat 1,category 24
E07000004,2010-02-21,0.107752774639,-6.81701212749,-112.262201356,cat 4,category 22
E07000004,2004-06-08,-0.596945610409,1.25045266555,174.214384527,cat 1,category 6
E07000004,2003-09-02,0.435169939883,4.6287862335,90.4704567947,cat 4,category 11
E07000004,2004-09-12,0.560401933167,12.360942867,-84.3626791026,cat 3,category 4
E07000004,2008-03-18,-1.54244165061,9.05134174639,-70.3093398695,cat 4,category 27
E07000004,2014-11-09,0.169511426011,12.2617919244,-139.873442272,cat 4,category 22
E07000004,2015-11-03,-0.671054938905,11.1453627936,72.9791008582,cat 4,category 6
E07000004,2000-03-11,-0.547169020887,22.6175268665,106.604032958,cat 4,category 10
E07000004,2012-06-17,1.70282152945,-2.26190631231,-25.8082295954,cat 4,category 2
E07000004,2003-09-20,0.336494850076,19.1376097732,-168.167064007,cat 2,category 15
E07000004,2014-02-24,-1.50088615222,-9.51366627118,15.7686338448,cat 2,category 13
E07000004,2009-08-02,0.819498474874,3.88890305044,-112.462936364,cat 3,category 9
E07000004,2001-09-14,0.426615222475,4.45746324575,13.3776189536,cat 4,category 3
E07000004,2010-10-05,0.19166503026,16.4899678656,55.5250857913,cat 1,category 29
E07000004,2011-03-18,0.856058800304,-19.0257107909,160.751808654,cat 3,category 14
E07000004,2014-01-22,0.748820844118,-4.003754282,77.8077104479,cat 1,category 16
E07000004,2009-12-12,-1.74944027698,1.0722772721,-62.9168152692,cat 4,category 12
E07000004,2008-08-22,-0.273619270936,18.394133074,-12.7646322862,cat 4,category 0
E07000004,2016-11-14,-0.0434339177604,14.4229377434,-20.7879174512,cat 3,category 29
E07000004,2015-04-27,1.01595294659,8.42500206418,60.6849215894,cat 2,category 27
E07000010,2010-04-21,-0.527148812392,18.1973735122,-163.120802512,cat 4,category 22
E07000010,2000-05-17,-1.81452471284,4.8038821124,40.1504383962,cat 3,category 1
E07000010,2007-05-21,-1.74781799022,-15.6277506078,164.409091283,cat 1,category 19
E07000010,2004-05-19,0.460954548577,-7.7380858618,19.7448188702,cat 3,category 11
E07000010,2010-05-07,0.201059840201,8.11792394999,1.70270840157,cat 4,category 3
E07000010,2008-04-11,1.0448633164,9.24220733621,10.9823560594,cat 4,category 18
E07000010,2015-05-03,-0.400422919419,19.0729291151,85.2430990593,cat 3,category 21
E07000010,2002-04-21,-0.566034981084,-17.9374617076,-78.108247078,cat 1,category 21
E07000010,2013-02-24,0.420311495569,4.41572578258,-71.5118770911,cat 2,category 19
E07000010,2002-06-19,-0.0734551508316,18.5305065131,23.3413427412,cat 4,category 11
E07000010,2010-06-01,1.20383381406,-23.5788891048,95.0243708593,cat 1,category 19
E07000010,2009-07-26,-1.07885025478,-4.93406691324,-48.0986703344,cat 2,category 25
E07000010,2001-11-05,-0.161191536935,-2.18505041284,77.2104839919,cat 1,category 14
E07000010,2003-05-14,1.25200497551,9.5560695744,84.4225976845,cat 3,category 28
E07000010,2006-10-18,-0.710573401854,-3.21039424866,31.8320938036,cat 1,category 28
E07000010,2011-08-22,-0.101413175823,3.21893007518,108.357886935,cat 1,category 28
E07000010,2006-08-19,-1.39079689088,-3.06758469419,172.326894298,cat 2,category 8
E07000010,2002-11-12,1.38077441984,-22.9250788986,95.2578577706,cat 2,category 29
E07000010,2002-03-16,-0.648902580585,-12.570438926,-130.282045342,cat 1,category 6
E07000010,2001-03-26,1.41044845066,-6.1561265849,-64.1829858851,cat 4,category 8
E07000010,2003-04-07,-2.28034903777,-2.06609419058,-2.57349675724,cat 4,category 29
E07000010,2009-10-17,-1.10211299289,1.73264012608,33.3677695868,cat 4,category 6
E07000010,2007-09-13,0.232086677951,9.63699297498,-86.1197653908,cat 2,category 0
E07000010,2011-12-04,0.019106792249,2.64846960884,-260.477067788,cat 1,category 23
E07000010,2010-04-15,0.230633062397,-6.76655581819,-82.3024062851,cat 1,category 22
E07000010,2010-10-16,0.571505266459,-5.30729106419,-90.8885569744,cat 4,category 21
E07000010,2012-07-07,-1.42259000501,10.5060851565,187.805969431,cat 1,category 11
E07000010,2001-07-23,-0.933609131256,-0.0827704610953,16.3451557254,cat 2,category 0
E07000010,2006-10-23,-0.947224157436,9.52645094971,-169.698244403,cat 2,category 4
E07000010,2005-08-17,0.315973856695,1.70239318689,-46.9650379068,cat 3,category 26
E07000010,2010-02-21,-0.550972339231,-1.15836067523,-23.3040959952,cat 1,category 11
E07000010,2004-06-08,-1.1853729949,-0.195996944412,-58.8284591541,cat 2,category 19
E07000010,2003-09-02,0.0704650570974,-0.418308646807,-74.020077394,cat 2,category 0
E07000010,2004-09-12,1.24710632844,-11.2272915551,-80.1392789281,cat 3,category 19
E07000010,2008-03-18,-0.682015397199,-26.3217028218,34.7152190558,cat 3,category 14
E07000010,2014-11-09,0.914459834171,-5.34245924693,77.2458564242,cat 3,category 9
E07000010,2015-11-03,-1.81022743302,5.31455586289,20.2379529265,cat 1,category 29
E07000010,2000-03-11,0.739401176355,-8.72228936921,129.731700838,cat 1,category 21
E07000010,2012-06-17,-0.835759351571,-7.54249334657,21.929483944,cat 2,category 26
E07000010,2003-09-20,-0.501125347154,-14.9468209078,40.7744680841,cat 3,category 24
E07000010,2014-02-24,1.962332476,4.22783192148,-204.612665682,cat 3,category 12
E07000010,2009-08-02,1.43700007356,-10.30313574,-86.6762605881,cat 4,category 5
E07000010,2001-09-14,-0.447564290043,11.2413581474,-94.5507139153,cat 1,category 26
E07000010,2010-10-05,-0.565257308495,-8.75115497413,-88.787893434,cat 2,category 19
E07000010,2011-03-18,0.74006485756,5.84417129099,98.5323114863,cat 1,category 25
E07000010,2014-01-22,-0.34684122046,-12.1546964293,11.531218622,cat 4,category 16
E07000010,2009-12-12,-2.55287677132,-3.32320035338,74.8754395623,cat 1,category 24
E07000010,2008-08-22,-0.615343210212,4.28267631296,-147.675103113,cat 3,category 17
E07000010,2016-11-14,-1.48559643758,-10.9040179962,145.02000041,cat 1,category 23
E07000010,2015-04-27,0.139157362497,3.6111803721,-238.707996455,cat 3,category 0
E07000012,2010-04-21,-0.664399049719,8.35882178653,62.9745807277,cat 2,category 27
E07000012,2000-05-17,1.20377480564,8.67932316543,27.817516272,cat 2,category 26
E07000012,2007-05-21,-1.05098106072,2.76991190078,82.0422266927,cat 4,category 11
E07000012,2004-05-19,-1.54604557073,4.46166496328,-194.159141105,cat 1,category 27
E07000012,2010-05-07,-0.409430142726,-7.35126815032,-56.6441701335,cat 4,category 18
E07000012,2008-04-11,0.496188003402,-17.2893124141,110.487216106,cat 3,category 25
E07000012,2015-05-03,0.0433365669773,15.535320985,-159.135404653,cat 4,category 12
E07000012,2002-04-21,-0.114424060773,17.639373098,107.71543018,cat 3,category 8
E07000012,2013-02-24,-0.917619601522,10.1285935161,59.4622099773,cat 3,category 1
E07000012,2002-06-19,0.953463328933,16.6580761088,63.447406207,cat 2,category 17
E07000012,2010-06-01,-0.315044924327,-3.29929124824,225.143603988,cat 2,category 1
E07000012,2009-07-26,-0.159330196586,2.68643920614,-256.809443823,cat 3,category 26
E07000012,2001-11-05,0.677396697333,-1.63832942098,6.30096289537,cat 1,category 13
E07000012,2003-05-14,-1.01666330684,13.3425353782,-26.3491344326,cat 3,category 23
E07000012,2006-10-18,2.00016238828,-15.149367498,133.70936536,cat 1,category 11
E07000012,2011-08-22,-1.05077737495,3.69600139291,30.4353166017,cat 2,category 29
E07000012,2006-08-19,0.7136016385,-7.15340981911,-59.9822683079,cat 1,category 0
E07000012,2002-11-12,-1.33759023179,2.61023815117,-66.8053517206,cat 4,category 3
E07000012,2002-03-16,-0.327759709582,4.47989795931,-6.18142285228,cat 2,category 22
E07000012,2001-03-26,-0.77073267251,9.95091065052,26.2123212933,cat 2,category 16
E07000012,2003-04-07,1.40241782874,0.658813100123,-25.4408289262,cat 3,category 29
E07000012,2009-10-17,-0.120644450261,18.2685183141,-82.1581638628,cat 1,category 7
E07000012,2007-09-13,-1.41910320737,-16.7870793436,-88.9773582424,cat 2,category 4
E07000012,2011-12-04,-0.0754706068649,-1.54728541373,59.5660348367,cat 3,category 0
E07000012,2010-04-15,0.882921802019,3.61843573962,-11.5402545997,cat 4,category 1
E07000012,2010-10-16,-2.45034156328,-1.91391887286,-1.01762252882,cat 1,category 1
E07000012,2012-07-07,-0.451517775335,6.66506600995,-125.833097797,cat 2,category 6
E07000012,2001-07-23,-0.504029954397,23.8381038627,90.9848729345,cat 4,category 11
E07000012,2006-10-23,-0.430382443986,3.87752128748,57.4419901978,cat 1,category 25
E07000012,2005-08-17,-0.561181183481,-8.70463966295,26.7846681574,cat 2,category 8
E07000012,2010-02-21,0.533554880994,-2.22710266768,34.541726563,cat 2,category 6
E07000012,2004-06-08,-0.258023255991,-1.02641351211,34.2660044055,cat 2,category 1
E07000012,2003-09-02,1.04192819786,-17.08435727,65.6652893489,cat 1,category 6
E07000012,2004-09-12,-1.06149883256,11.0916829947,-73.0398536584,cat 1,category 4
E07000012,2008-03-18,1.84446306028,-14.0517799965,57.1640706945,cat 4,category 9
E07000012,2014-11-09,-0.744369575248,-26.0306816347,-93.4296176172,cat 3,category 12
E07000012,2015-11-03,-1.5760044109,6.22807624473,-55.4895272381,cat 4,category 23
E07000012,2000-03-11,2.26402615109,-6.42237791428,-83.0389742449,cat 1,category 17
E07000012,2012-06-17,0.859619733038,3.64015141857,-109.814960167,cat 3,category 4
E07000012,2003-09-20,0.802708627845,4.54740014305,47.5972456079,cat 3,category 5
E07000012,2014-02-24,-0.878366854022,-1.56093930911,-28.7717141709,cat 2,category 25
E07000012,2009-08-02,-1.22020732967,-5.95025373954,321.22446711,cat 1,category 23
E07000012,2001-09-14,-1.24678487953,-21.7020470691,-101.830722877,cat 4,category 12
E07000012,2010-10-05,0.0966803561526,17.8541443852,93.5227908007,cat 2,category 11
E07000012,2011-03-18,0.340117923541,-5.25035637524,38.3365677215,cat 4,category 4
E07000012,2014-01-22,-0.556213450714,-3.41919385465,216.054372463,cat 2,category 5
E07000012,2009-12-12,1.21268986049,-4.79684770657,4.17969600543,cat 1,category 29
E07000012,2008-08-22,0.580929541146,-5.17639662547,125.156784579,cat 4,category 4
E07000012,2016-11-14,-0.136448311213,-6.01509791636,-135.368221272,cat 3,category 12
E07000012,2015-04-27,0.291914593309,-3.08803857484,-4.7061368934,cat 4,category 17
E07000009,2010-04-21,-0.564002747884,-19.912343183,-38.8855050479,cat 2,category 17
E07000009,2000-05-17,1.07407433507,19.3734703548,-73.550957238,cat 3,category 10
E07000009,2007-05-21,-2.66005209248,0.240129487789,2.88332218993,cat 4,category 0
E07000009,2004-05-19,-0.934496421517,-4.25847362685,-8.09240874643,cat 3,category 17
E07000009,2010-05-07,-0.839984852089,-13.1427718386,-84.5480856238,cat 2,category 17
E07000009,2008-04-11,-1.97122833529,-4.00069168653,143.943771095,cat 2,category 13
E07000009,2015-05-03,-0.886993193419,-2.83383357941,-212.668298184,cat 3,category 27
E07000009,2002-04-21,-2.24465415535,-11.3021608987,-40.0954653818,cat 1,category 16
E07000009,2013-02-24,0.537884959492,-13.6298536942,-30.9028398887,cat 3,category 19
E07000009,2002-06-19,-0.351424741591,-13.0589129045,2.01530223752,cat 1,category 21
E07000009,2010-06-01,-0.533463162413,20.0140623731,-51.2097417555,cat 1,category 20
